Time,Cometa_Voltage_1,Cometa_Voltage_2,Cometa_Voltage_3,Cometa_Voltage_4,Cometa_Voltage_5,Cometa_Voltage_6,Cometa_Voltage_7,Cometa_Voltage_8,Cometa_Voltage_9,Cometa_Voltage_10,Cometa_Voltage_11,Cometa_Voltage_12,Cometa_Voltage_13,Cometa_Voltage_14,Cometa_Voltage_15,Cometa_Voltage_16,FP1_Force_Fx,FP1_Force_Fy,FP1_Force_Fz,FP1_Moment_Mx,FP1_Moment_My,FP1_Moment_Mz,FP1_CoP_Cx,FP1_CoP_Cy,FP1_CoP_Cz,FP1_Raw_Pin1,FP1_Raw_Pin2,FP1_Raw_Pin3,FP1_Raw_Pin4,FP1_Raw_Pin5,FP1_Raw_Pin6,FP2_Force_Fx,FP2_Force_Fy,FP2_Force_Fz,FP2_Moment_Mx,FP2_Moment_My,FP2_Moment_Mz,FP2_CoP_Cx,FP2_CoP_Cy,FP2_CoP_Cz,FP3_Force_Fx,FP3_Force_Fy,FP3_Force_Fz,FP3_Moment_Mx,FP3_Moment_My,FP3_Moment_Mz,FP3_CoP_Cx,FP3_CoP_Cy,FP3_CoP_Cz,TS00605_accel_x,TS00605_accel_y,TS00605_accel_z,TS00605_gyro_x,TS00605_gyro_y,TS00605_gyro_z,TS00605_mag_x,TS00605_mag_y,TS00605_mag_z,TS00605_GlobalAngle_x,TS00605_GlobalAngle_y,TS00605_GlobalAngle_z,TS00605_HighG_x,TS00605_HighG_y,TS00605_HighG_z,TS01962_accel_x,TS01962_accel_y,TS01962_accel_z,TS01962_gyro_x,TS01962_gyro_y,TS01962_gyro_z,TS01962_mag_x,TS01962_mag_y,TS01962_mag_z,TS01962_GlobalAngle_x,TS01962_GlobalAngle_y,TS01962_GlobalAngle_z,TS01962_HighG_x,TS01962_HighG_y,TS01962_HighG_z
5.959,-0.350624,0.0700354,0.108903,0.0636887,0.0489932,0.0414017,0.0512473,0.0416342,0.0644357,0.0485526,0.0636432,0.104593,0.0456549,0.0468698,2.3537,0.064259,0,0,0,0,0,0,0,0,0,0.0233459,0.0135803,0.0137329,0.018158,0.0143433,0.022583,41.1128,43.8039,-574.393,-94445.3,66377.3,-3500.27,115.561,164.426,0,0,0,0,0,0,0,0,0,0,800.457,-10182.2,2239,-24.1497,23.3752,44.9909,-3.93181e-05,6.64037e-05,-6.19704e-05,-82.3692,-4.65195,-2.94919,3931.05,-2303.48,10460.8,2897.87,2252.12,1884.15,-97.0103,47.1066,138.528,-1.38265e-05,-9.27412e-05,4.58797e-05,105.541,37.9868,-19.6799,1114.55,3166.99,18715.9
5.96,-0.197731,0.0285315,0.104326,0.0716232,0.0514346,0.0649002,0.0478903,0.0575034,0.0543649,0.0570975,0.0694415,0.0530185,0.0532843,0.0615182,3.33484,0.0660901,0,0,0,0,0,0,0,0,0,0.025177,0.0125122,0.0144958,0.0195312,0.014801,0.0216675,40.872,43.4487,-571.629,-94246.3,66177.5,-3451.34,115.77,164.873,0,0,0,0,0,0,0,0,0,0,791.269,-10192.4,2263.79,-24.1296,24.0178,44.9169,-3.9284e-05,6.65856e-05,-6.17431e-05,-82.3881,-4.59998,-2.93003,3770.06,-1913.49,10945.7,2478.54,2356.81,1884.91,-97.4998,47.7112,140.008,-1.34177e-05,-9.32622e-05,4.58738e-05,105.501,37.8936,-19.5079,328.705,3527.65,19284.6
5.961,-0.1605,0.0303625,0.0957806,0.0630783,0.0349551,0.0496414,0.0488058,0.0654379,0.0326975,0.0323782,0.0596759,0.0627841,0.0361945,0.026423,3.33697,0.0532727,0,0,0,0,0,0,0,0,0,0.0230408,0.0123596,0.01297,0.0192261,0.0140381,0.0201416,40.8615,42.7528,-568.928,-94141.6,65907.4,-3524.39,115.845,165.472,0,0,0,0,0,0,0,0,0,0,815.811,-10182.6,2247.06,-24.0401,24.6,44.8009,-3.92499e-05,6.67674e-05,-6.15157e-05,-82.4067,-4.54691,-2.91367,3709.52,-2224.97,10420.3,2133.94,2446.59,1906.38,-98.0675,47.8434,141.357,-1.31671e-05,-9.36039e-05,4.57941e-05,105.463,37.7908,-19.3338,135.794,3929.22,18809.1
5.962,-0.139748,-0.0126672,0.105546,0.0423264,0.0370914,0.0630691,0.0555197,0.044686,0.04582,0.0540457,0.0618121,0.0588168,0.0487067,0.0538889,3.3388,0.064259,0,0,0,0,0,0,0,0,0,0.0236511,0.0144958,0.0138855,0.0189209,0.0149536,0.0196838,40.3744,41.7466,-566.283,-94047.6,65716.8,-3551.47,116.049,166.079,0,0,0,0,0,0,0,0,0,0,840.353,-10172.8,2230.33,-23.9506,25.1821,44.6849,-3.92158e-05,6.69493e-05,-6.12884e-05,-82.4253,-4.49384,-2.8973,3648.98,-2536.44,9894.93,1789.35,2536.37,1927.84,-98.6351,47.9756,142.707,-1.29166e-05,-9.39456e-05,4.57144e-05,105.424,37.688,-19.1597,-57.1178,4330.79,18333.5
5.963,-0.0768817,-0.0450159,0.0924237,0.0496506,0.0474673,0.052388,0.0463644,0.0364462,0.0769479,0.0451956,0.0560138,0.053934,0.0520636,0.0581613,3.32629,0.024281,0,0,0,0,0,0,0,0,0,0.0224304,0.014801,0.0132751,0.0198364,0.0144958,0.0202942,40.0686,40.7593,-563.525,-93979.9,65513.6,-3599.56,116.257,166.771,0,0,0,0,0,0,0,0,0,0,864.895,-10163.1,2213.6,-23.861,25.7643,44.5689,-3.91817e-05,6.71312e-05,-6.1061e-05,-82.4439,-4.44076,-2.88093,3588.45,-2847.91,9369.57,1444.76,2626.16,1949.31,-99.2027,48.1077,144.056,-1.2666e-05,-9.42873e-05,4.56346e-05,105.386,37.5852,-18.9857,-250.029,4732.36,17858
5.964,-0.00638611,-0.0611902,0.0927289,0.074675,0.0447208,0.0514725,0.0338522,0.0648276,0.0476511,0.0595389,0.0621173,0.0603427,0.0593878,0.0514474,3.22192,0.0261121,0,0,0,0,0,0,0,0,0,0.0228882,0.0114441,0.0149536,0.0186157,0.0152588,0.0210571,39.7968,39.5714,-561.133,-93918.9,65265.5,-3593.59,116.31,167.374,0,0,0,0,0,0,0,0,0,0,889.437,-10153.3,2196.88,-23.7715,26.3464,44.4529,-3.91476e-05,6.73131e-05,-6.08337e-05,-82.4625,-4.38768,-2.86456,3527.91,-3159.38,8844.21,1100.17,2715.94,1970.78,-99.7703,48.2399,145.405,-1.24154e-05,-9.4629e-05,4.55549e-05,105.347,37.4823,-18.8117,-442.941,5133.93,17382.5
5.965,0.0973737,-0.139315,0.0933392,0.0807785,0.0407535,0.0703934,0.0402609,0.0373618,0.0494821,0.0485526,0.0599811,0.0542392,0.042298,0.0429025,3.16577,0.0511365,0,0,0,0,0,0,0,0,0,0.0253296,0.0154114,0.0140381,0.0190735,0.0152588,0.0215149,39.6208,38.7663,-558.405,-93764.5,65057.7,-3662.33,116.506,167.915,0,0,0,0,0,0,0,0,0,0,921.48,-10121.7,2163.09,-23.6189,26.9777,44.3378,-3.91222e-05,6.7467e-05,-6.06207e-05,-82.481,-4.33398,-2.85003,3521.58,-3403.94,8969.5,828.872,2799.99,1977.11,-100.574,48.09,146.511,-1.21648e-05,-9.49707e-05,4.54752e-05,105.305,37.3796,-18.6343,-689.907,4974.06,17297
5.966,0.356773,-0.0761438,0.0838788,0.064299,0.0477725,0.0215652,0.0423972,0.0358359,0.04582,0.037261,0.0331256,0.0484409,0.0715948,0.0468698,3.05346,0.0459485,0,0,0,0,0,0,0,0,0,0.0253296,0.0137329,0.0141907,0.0193787,0.014801,0.0233459,39.5554,38.0702,-555.533,-93624,64820.7,-3726.78,116.682,168.53,0,0,0,0,0,0,0,0,0,0,959.522,-10072.8,2115.65,-23.4159,27.6482,44.2235,-3.9104e-05,6.75985e-05,-6.04192e-05,-82.4993,-4.2798,-2.83696,3558.63,-3594.97,9615.3,616.219,2879.44,1971.33,-101.566,47.7144,147.422,-1.19143e-05,-9.53124e-05,4.53954e-05,105.26,37.2769,-18.4542,-980.117,4365.02,17523.6
5.967,0.498069,-0.0572229,-0.099837,0.0478195,0.0483829,0.0633743,0.0338522,0.0416342,0.0326975,0.0412283,0.0425861,0.0542392,0.0630499,0.0459543,2.95398,0.0563245,0,0,0,0,0,0,0,0,0,0.0238037,0.0160217,0.0132751,0.0192261,0.0151062,0.0242615,39.1764,38.1324,-552.883,-93472.9,64644.6,-3748.97,116.923,169.064,0,0,0,0,0,0,0,0,0,0,997.564,-10023.8,2068.22,-23.213,28.3187,44.1093,-3.90857e-05,6.77301e-05,-6.02178e-05,-82.5177,-4.22562,-2.8239,3595.67,-3786,10261.1,403.566,2958.89,1965.56,-102.559,47.3389,148.332,-1.16637e-05,-9.56541e-05,4.53157e-05,105.214,37.1742,-18.2741,-1270.33,3755.99,17750.2
5.968,0.326256,-0.0297571,-0.0360553,0.0459885,0.0474673,0.0563553,0.0442282,0.039498,0.0531442,0.0412283,0.0499103,0.0618686,0.0432135,0.0352731,2.86242,0.0596814,0,0,0,0,0,0,0,0,0,0.0265503,0.0132751,0.0140381,0.0192261,0.0144958,0.025177,38.927,38.375,-549.975,-93368.3,64457.4,-3733.38,117.2,169.768,0,0,0,0,0,0,0,0,0,0,1035.61,-9974.79,2020.78,-23.01,28.9892,43.995,-3.90674e-05,6.78616e-05,-6.00163e-05,-82.536,-4.17143,-2.81083,3632.72,-3977.03,10906.9,190.912,3038.34,1959.78,-103.551,46.9633,149.243,-1.14131e-05,-9.59958e-05,4.5236e-05,105.169,37.0715,-18.0941,-1560.54,3146.96,17976.8
5.969,0.168785,0.0456213,0.107072,0.0655197,0.052045,0.0478104,0.0631491,0.0495688,0.0528391,0.0448904,0.0361774,0.0548496,0.0480963,0.0596872,-2.51599,0.0648694,0,0,0,0,0,0,0,0,0,0.0234985,0.01297,0.0137329,0.0198364,0.014801,0.0260925,38.563,38.2195,-547.609,-93305.4,64262.2,-3768.73,117.351,170.387,0,0,0,0,0,0,0,0,0,0,1068.2,-9926.14,1975.62,-22.8272,29.6474,43.9077,-3.90612e-05,6.79546e-05,-5.98347e-05,-82.5543,-4.11697,-2.79791,3659.08,-4121.58,11430.5,-18.246,3114.69,1953.45,-104.545,46.4331,150.147,-1.11592e-05,-9.63359e-05,4.51571e-05,105.123,36.9678,-17.9145,-1824.1,2626.47,18200.3
5.97,0.0607526,0.0453162,0.135148,0.0496506,0.0328189,0.0548294,0.0445334,0.0660483,0.0543649,0.0549612,0.0514362,0.0496616,0.0349738,0.0502267,-3.12696,0.0297742,0,0,0,0,0,0,0,0,0,0.0228882,0.0119019,0.0126648,0.0201416,0.0144958,0.0270081,38.4204,38.3007,-545.156,-93162.7,64033.9,-3812.08,117.46,170.892,0,0,0,0,0,0,0,0,0,0,1057.21,-9880.09,1948.6,-22.8057,30.2066,44.0366,-3.91522e-05,6.77386e-05,-5.9812e-05,-82.5729,-4.06036,-2.78615,3599.92,-3894.25,10976.6,-199.442,3166.24,1942.68,-105.551,44.6653,151.003,-1.08783e-05,-9.66637e-05,4.50849e-05,105.072,36.8564,-17.7374,-1874.43,2814.39,18399.1
5.971,-0.00882751,0.0700354,0.258134,0.0755905,0.0541812,0.0539139,0.0463644,0.0462119,0.0641306,0.047637,0.0700519,0.0618686,0.0410773,0.0633493,-3.14191,0.0404553,0,0,0,0,0,0,0,0,0,0.0222778,0.0115967,0.0112915,0.0195312,0.0143433,0.0265503,38.1589,37.7267,-542.985,-93096.3,63810.3,-3764.08,117.517,171.453,0,0,0,0,0,0,0,0,0,0,1046.22,-9834.04,1921.58,-22.7842,30.7658,44.1655,-3.92431e-05,6.75226e-05,-5.97892e-05,-82.5914,-4.00374,-2.7744,3540.76,-3666.92,10522.7,-380.638,3217.78,1931.9,-106.556,42.8975,151.858,-1.05975e-05,-9.69916e-05,4.50128e-05,105.021,36.745,-17.5605,-1924.77,3002.31,18597.9
5.972,-0.0271381,0.00228638,0.264848,0.0603317,0.0450259,0.100301,0.052468,0.0657431,0.033613,0.0525198,0.0535724,0.0459995,0.0548102,0.0563303,-3.12299,0.0605969,0,0,0,0,0,0,0,0,0,0.0233459,0.0144958,0.01297,0.0209045,0.0154114,0.0267029,37.873,36.868,-540.004,-92935.4,63606.2,-3849.33,117.788,172.101,0,0,0,0,0,0,0,0,0,0,1035.23,-9787.99,1894.56,-22.7627,31.325,44.2944,-3.9334e-05,6.73066e-05,-5.97665e-05,-82.61,-3.94713,-2.76264,3481.6,-3439.59,10068.8,-561.835,3269.33,1921.13,-107.562,41.1297,152.714,-1.03167e-05,-9.73194e-05,4.49406e-05,104.97,36.6336,-17.3836,-1975.11,3190.23,18796.7
5.973,-0.00669128,0.0355505,0.290178,0.0658249,0.0492984,0.059407,0.0433127,0.0684897,0.0455148,0.0616751,0.0612018,0.0356235,0.0575568,0.0508371,-3.13245,0.0404553,0,0,0,0,0,0,0,0,0,0.0234985,0.0135803,0.0126648,0.0210571,0.0138855,0.0250244,37.4586,35.8802,-537.501,-92840.8,63419.4,-3897.49,117.989,172.727,0,0,0,0,0,0,0,0,0,0,1024.23,-9741.94,1867.54,-22.7412,31.8842,44.4233,-3.9425e-05,6.70907e-05,-5.97438e-05,-82.6285,-3.8905,-2.75088,3422.44,-3212.26,9614.85,-743.031,3320.87,1910.35,-108.567,39.362,153.57,-1.00358e-05,-9.76472e-05,4.48685e-05,104.918,36.5221,-17.2068,-2025.44,3378.15,18995.6
5.974,0.0711285,0.193021,0.268815,0.110381,0.0550967,0.0649002,0.0451437,0.0422446,0.0653513,0.0577078,0.0663898,0.0231113,0.059693,0.0776926,-3.09827,0.0490002,0,0,0,0,0,0,0,0,0,0.0242615,0.0138855,0.0119019,0.0209045,0.0146484,0.0241089,37.1348,34.8722,-534.937,-92844.2,63210.6,-3870.57,118.165,173.561,0,0,0,0,0,0,0,0,0,0,986.635,-9709.7,1828.44,-22.5825,32.202,44.5167,-3.95159e-05,6.68747e-05,-5.9721e-05,-82.6469,-3.83278,-2.73888,3363.28,-3121.31,9647.42,-918.784,3336.73,1890.81,-109.392,36.8932,154.453,-9.59292e-06,-9.79008e-05,4.48368e-05,104.863,36.403,-17.0347,-2031.15,3844.9,19022.4
5.975,0.0433575,0.258024,0.270341,0.0835251,0.0422794,0.0529984,0.0600974,0.0370566,0.0754221,0.0491629,0.0569293,0.0527133,0.0435187,0.0599924,-3.00061,0.0486951,0,0,0,0,0,0,0,0,0,0.0242615,0.014801,0.0125122,0.0213623,0.014801,0.0221252,36.742,34.0097,-532.826,-92797.9,62966.7,-3868.81,118.175,174.162,0,0,0,0,0,0,0,0,0,0,935.731,-9684.38,1783.3,-22.3551,32.399,44.5923,-3.96069e-05,6.66587e-05,-5.96983e-05,-82.6652,-3.7745,-2.72676,3304.12,-3098.57,9923.22,-1091.82,3334.74,1866.89,-110.127,34.074,155.35,-9.06899e-06,-9.81172e-05,4.48254e-05,104.805,36.28,-16.865,-2014.53,4451.06,18963.2
5.976,0.0369489,0.200651,0.264848,0.0554489,0.0743228,0.0780228,0.0610129,0.0495688,0.0619943,0.0461111,0.0920245,0.0472202,0.0471808,0.0453439,-2.95209,0.0667004,0,0,0,0,0,0,0,0,0,0.0234985,0.01297,0.0137329,0.020752,0.0140381,0.0219727,36.2618,33.4008,-530.858,-92796.2,62801.2,-3934.18,118.301,174.804,0,0,0,0,0,0,0,0,0,0,884.828,-9659.05,1738.16,-22.1278,32.596,44.668,-3.96978e-05,6.64427e-05,-5.96756e-05,-82.6836,-3.71622,-2.71464,3244.96,-3075.82,10199,-1264.85,3332.75,1842.97,-110.861,31.2547,156.247,-8.54506e-06,-9.83336e-05,4.4814e-05,104.748,36.157,-16.6954,-1997.91,5057.22,18904
5.977,0.242027,0.210416,0.249284,0.0847458,0.0489932,0.0584915,0.0549094,0.0510947,0.0607736,0.0512991,0.0676105,0.0621738,0.0435187,0.0685373,-2.87854,0.0581555,0,0,0,0,0,0,0,0,0,0.0238037,0.0149536,0.0135803,0.0202942,0.0137329,0.022583,36.0774,33.1365,-528.519,-92629.9,62580.8,-3927.48,118.408,175.263,0,0,0,0,0,0,0,0,0,0,833.925,-9633.73,1693.01,-21.9004,32.7931,44.7437,-3.97887e-05,6.62267e-05,-5.96528e-05,-82.7019,-3.65793,-2.70252,3185.8,-3053.07,10474.8,-1437.88,3330.76,1819.05,-111.596,28.4355,157.144,-8.02113e-06,-9.855e-05,4.48026e-05,104.69,36.0341,-16.5259,-1981.29,5663.38,18844.9
5.978,0.223716,0.0859045,0.259965,0.0719284,0.0441104,0.0374344,0.049111,0.0388876,0.0705392,0.0390921,0.0663898,0.0557651,0.0404669,0.0252023,-2.78302,0.0679211,0,0,0,0,0,0,0,0,0,0.0209045,0.0123596,0.0126648,0.019989,0.0134277,0.0218201,35.7373,33.2886,-526.716,-92528.9,62378.6,-3979.71,118.429,175.671,0,0,0,0,0,0,0,0,0,0,776.323,-9612.05,1655.21,-21.684,32.9193,44.8267,-3.98785e-05,6.60183e-05,-5.96357e-05,-82.7201,-3.59937,-2.68995,3173.98,-2979.45,10585.6,-1611.09,3325.25,1801.32,-112.388,25.3982,158.011,-7.49721e-06,-9.87664e-05,4.47912e-05,104.63,35.9078,-16.359,-2111.37,6088.96,18852.3
5.979,0.178245,0.140226,0.242265,0.0697922,0.0465518,0.0517776,0.0585715,0.0336996,0.0677927,0.0390921,0.063338,0.0450839,0.0676276,0.0764719,2.14709,0.0593762,0,0,0,0,0,0,0,0,0,0.0234985,0.0123596,0.010376,0.019989,0.0146484,0.0202942,35.3985,33.5117,-524.656,-92487,62157.3,-3960.69,118.473,176.281,0,0,0,0,0,0,0,0,0,0,695.271,-9603.17,1643.07,-21.5059,32.7975,44.9354,-3.99641e-05,6.58363e-05,-5.9638e-05,-82.7378,-3.53987,-2.67584,3327.86,-2727.77,10118.6,-1784.94,3307.44,1805.3,-113.383,21.5979,158.775,-6.97328e-06,-9.89828e-05,4.47799e-05,104.565,35.77,-16.2011,-2754.89,5882.54,19092.9
5.98,0.131553,0.241239,0.221513,0.0719284,0.0477725,0.0661209,0.0558249,0.0422446,0.0619943,0.0622855,0.0828693,0.0557651,0.0529791,0.0560251,3.33819,0.0602917,0,0,0,0,0,0,0,0,0,0.0239563,0.0126648,0.0112915,0.0192261,0.0149536,0.0219727,35.0664,33.1192,-522.259,-92423.2,61992.4,-3945.96,118.7,176.968,0,0,0,0,0,0,0,0,0,0,614.22,-9594.29,1630.93,-21.3278,32.6757,45.0441,-4.00496e-05,6.56544e-05,-5.96403e-05,-82.7556,-3.48037,-2.66172,3481.73,-2476.09,9651.69,-1958.78,3289.63,1809.28,-114.377,17.7975,159.538,-6.44935e-06,-9.91992e-05,4.47685e-05,104.499,35.6321,-16.0433,-3398.41,5676.11,19333.5
5.981,0.0732648,0.146635,0.237077,0.0566696,0.0383121,0.0615433,0.0384299,0.049874,0.0497873,0.0488577,0.0703571,0.0453891,0.0456549,0.0538889,3.34094,0.0596814,0,0,0,0,0,0,0,0,0,0.0245667,0.0120544,0.0123596,0.0202942,0.0160217,0.0212097,34.7159,32.7268,-520.061,-92448.8,61853.4,-3981.92,118.935,177.765,0,0,0,0,0,0,0,0,0,0,533.168,-9585.4,1618.79,-21.1498,32.5539,45.1528,-4.01352e-05,6.54724e-05,-5.96426e-05,-82.7733,-3.42086,-2.6476,3635.61,-2224.41,9184.74,-2132.63,3271.82,1813.26,-115.371,13.9971,160.302,-5.92542e-06,-9.94156e-05,4.47571e-05,104.433,35.4944,-15.8855,-4041.93,5469.68,19574
5.982,0.0622784,0.0633215,0.242265,0.0725388,0.0392276,0.0804642,0.0408713,0.0462119,0.0583322,0.0506888,0.0599811,0.057291,0.0447394,0.0587717,3.33606,0.0609021,0,0,0,0,0,0,0,0,0,0.0233459,0.0141907,0.0114441,0.0196838,0.0172424,0.0209045,34.2574,32.2801,-518.232,-92422.9,61643.1,-4001.13,118.949,178.343,0,0,0,0,0,0,0,0,0,0,452.117,-9576.52,1606.65,-20.9717,32.4321,45.2615,-4.02208e-05,6.52904e-05,-5.9645e-05,-82.791,-3.36135,-2.63348,3789.48,-1972.73,8717.79,-2306.47,3254.01,1817.23,-116.366,10.1968,161.066,-5.40149e-06,-9.9632e-05,4.47457e-05,104.367,35.3566,-15.7279,-4685.45,5263.26,19814.6
5.983,0.0363385,0.0306677,0.230058,0.0755905,0.0480777,0.0682571,0.0741354,0.0471274,0.0433786,0.0482474,0.040755,0.0545444,0.0587775,0.0639597,3.32324,0.0596814,0,0,0,0,0,0,0,0,0,0.0221252,0.0131226,0.0119019,0.0195312,0.0183105,0.0198364,33.6409,31.072,-516.207,-92424.7,61457.5,-3987.15,119.056,179.046,0,0,0,0,0,0,0,0,0,0,398.36,-9572.17,1579.35,-20.8194,32.1923,45.3853,-4.0284e-05,6.525e-05,-5.97516e-05,-82.8087,-3.3018,-2.61782,3913.96,-1845.95,8909.45,-2493.54,3268.15,1837.65,-117.809,6.37471,161.913,-4.88802e-06,-9.98497e-05,4.47186e-05,104.294,35.206,-15.579,-4904.34,5216.91,19785.8
5.984,0.00551575,-0.0187708,0.236467,0.0929855,0.0367862,0.0560501,0.0625388,0.0513998,0.058027,0.0467215,0.0682208,0.0490512,0.0361945,0.0633493,3.23779,0.0673108,0,0,0,0,0,0,0,0,0,0.0231934,0.0146484,0.01297,0.0193787,0.0186157,0.0213623,33.5738,30.2808,-514.179,-92402,61296.3,-3989.95,119.212,179.708,0,0,0,0,0,0,0,0,0,0,352.401,-9569.12,1547.72,-20.6744,31.9187,45.5135,-4.03408e-05,6.525e-05,-5.9888e-05,-82.8265,-3.24222,-2.60172,4030.05,-1754.84,9289.27,-2684.38,3291.41,1862.76,-119.38,2.54647,162.783,-4.37753e-06,-0.000100068,4.46871e-05,104.218,35.0519,-15.4326,-5001.91,5216.31,19680
5.985,-0.00760681,-0.0245691,0.214799,0.0691818,0.057233,0.0847366,0.0350729,0.0407187,0.0659616,0.0384817,0.0517413,0.043558,0.104859,0.0630441,3.15783,0.0703625,0,0,0,0,0,0,0,0,0,0.0247192,0.0132751,0.01297,0.0190735,0.0193787,0.0202942,32.9491,29.6518,-512.434,-92319.9,61123.2,-3967.24,119.28,180.159,0,0,0,0,0,0,0,0,0,0,306.442,-9566.06,1516.08,-20.5294,31.6452,45.6416,-4.03977e-05,6.525e-05,-6.00244e-05,-82.8442,-3.18264,-2.58561,4146.13,-1663.74,9669.1,-2875.22,3314.67,1887.87,-120.951,-1.28178,163.653,-3.86704e-06,-0.000100286,4.46555e-05,104.142,34.8978,-15.2864,-5099.48,5215.7,19574.2
5.986,-0.00241882,-0.0352502,0.214189,0.0600265,0.0496036,0.0548294,0.0417868,0.0300375,0.0583322,0.0564871,0.0532672,0.0453891,0.0514532,0.0432077,3.04919,0.0636487,0,0,0,0,0,0,0,0,0,0.0248718,0.0132751,0.014801,0.0189209,0.0187683,0.0227356,32.6894,29.2951,-510.406,-92227.9,61012.4,-3977.9,119.537,180.695,0,0,0,0,0,0,0,0,0,0,260.483,-9563.01,1484.45,-20.3845,31.3717,45.7697,-4.04545e-05,6.525e-05,-6.01608e-05,-82.8619,-3.12306,-2.5695,4262.21,-1572.64,10048.9,-3066.07,3337.93,1912.98,-122.523,-5.11002,164.524,-3.35656e-06,-0.000100504,4.4624e-05,104.066,34.7437,-15.1402,-5197.06,5215.1,19468.4
5.987,0.0125348,-0.0239587,0.211747,0.0569748,0.0492984,0.0526932,0.0616232,0.0355307,0.0507028,0.0299368,0.0648639,0.0551547,0.0349738,0.059382,2.9552,0.067616,0,0,0,0,0,0,0,0,0,0.0241089,0.0140381,0.0128174,0.0187683,0.0172424,0.0230408,32.2016,29.2104,-508.488,-92242.1,60746.4,-3967.58,119.465,181.404,0,0,0,0,0,0,0,0,0,0,227.397,-9567.99,1471.53,-20.2689,31.075,45.9366,-4.05113e-05,6.525e-05,-6.02972e-05,-82.8793,-3.06362,-2.55272,4284.75,-1519.49,10169.2,-3240.19,3363.75,1929.09,-124.278,-8.90693,165.43,-2.87196e-06,-0.000100725,4.45536e-05,103.986,34.5842,-14.9973,-5320.65,5254.12,19254.1
5.988,0.0061261,-0.0163293,-0.0342242,0.0563644,0.0373965,0.0423172,0.0500266,0.0425497,0.0592477,0.00979523,0.0499103,0.0356235,0.0499274,0.0459543,2.84747,0.0667004,0,0,0,0,0,0,0,0,0,0.0244141,0.0143433,0.0126648,0.0196838,0.0170898,0.0244141,32.0652,29.6669,-506.791,-92315.8,60587.1,-3949.24,119.55,182.157,0,0,0,0,0,0,0,0,0,0,220.06,-9589.05,1496.03,-20.2121,30.7322,46.1812,-4.05682e-05,6.525e-05,-6.04336e-05,-82.8963,-3.00448,-2.53461,4120.19,-1542.24,9770.2,-3380.89,3394.69,1927.17,-126.402,-12.6412,166.409,-2.43915e-06,-0.000100953,4.44055e-05,103.898,34.414,-14.8606,-5496.28,5372.43,18823
5.989,0.0134503,0.0151038,-0.0879352,0.0658249,0.053876,0.0374344,0.0408713,0.0456015,0.0601633,0.0564871,0.0526569,0.0661411,0.0548102,0.0450388,-2.26606,0.0639539,0,0,0,0,0,0,0,0,0,0.0238037,0.0137329,0.0137329,0.0198364,0.0160217,0.0238037,31.9596,29.7437,-505.238,-92260.7,60376.7,-3905.67,119.502,182.609,0,0,0,0,0,0,0,0,0,0,212.722,-9610.11,1520.54,-20.1554,30.3893,46.4257,-4.0625e-05,6.525e-05,-6.057e-05,-82.9132,-2.94534,-2.5165,3955.63,-1564.99,9371.24,-3521.59,3425.62,1925.26,-128.525,-16.3754,167.388,-2.00634e-06,-0.000101181,4.42574e-05,103.811,34.2439,-14.7241,-5671.92,5490.73,18391.8
5.99,-0.00424988,0.0352454,-0.0418536,0.0682663,0.0358707,0.0536087,0.0353781,0.0492636,0.0409372,0.0516043,0.0993488,0.0493564,0.049317,0.047175,-3.1474,0.0755505,0,0,0,0,0,0,0,0,0,0.0216675,0.01297,0.012207,0.0193787,0.0151062,0.0245667,31.5464,29.8941,-503.717,-92203.9,60233.6,-3954.1,119.578,183.047,0,0,0,0,0,0,0,0,0,0,205.385,-9631.17,1545.04,-20.0986,30.0464,46.6703,-4.06818e-05,6.525e-05,-6.07064e-05,-82.9301,-2.8862,-2.49839,3791.07,-1587.73,8972.28,-3662.29,3456.56,1923.34,-130.649,-20.1097,168.366,-1.57353e-06,-0.000101409,4.41094e-05,103.722,34.0738,-14.5877,-5847.55,5609.03,17960.7
5.991,-0.00638611,0.0541663,0.0103314,0.0569748,0.0453311,0.0545242,0.038735,0.0361411,0.0680978,0.0455008,0.073714,0.0414218,0.0374152,0.0654855,-3.11902,0.0535779,0,0,0,0,0,0,0,0,0,0.0236511,0.0144958,0.0119019,0.0198364,0.0149536,0.0248718,31.0005,29.7545,-501.603,-92193.4,60145.3,-3985.63,119.906,183.798,0,0,0,0,0,0,0,0,0,0,198.047,-9652.23,1569.54,-20.0418,29.7035,46.9148,-4.07387e-05,6.525e-05,-6.08428e-05,-82.947,-2.82705,-2.48027,3626.52,-1610.48,8573.31,-3802.98,3487.5,1921.43,-132.773,-23.8439,169.345,-1.14072e-06,-0.000101636,4.39613e-05,103.634,33.9038,-14.4513,-6023.19,5727.33,17529.5
